"item_id","title","seller_sku","price","currency","available_quantity","sold_quantity","status","category_id","condition","listing_type","permalink","date_created","last_updated"
"MLA1433479525","Inyector Nafta Chery Qq 0.8 1.1 Ipm018 Calidad Original",,"28700","ARS","50","96","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433479525-inyector-nafta-chery-qq-08-11-ipm018-calidad-original-_JM","2024-06-18T13:59:19.989Z","2025-11-04T19:59:49.936Z"
"MLA1432885507","Turbo Chevrolet S10 Mwm 2.8 Electrónica Núcleo Central K14",,"183000","ARS","101","30","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1432885507-turbo-chevrolet-s10-mwm-28-electronica-nucleo-central-k14-_JM","2024-06-14T15:03:10.595Z","2025-12-05T15:03:21.210Z"
"MLA1814182510","Sensor Map Ford Ka Escort Fiesta Courier Focus 1.6 Rocam",,"29900","ARS","46","54","active","MLA373385","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1814182510-sensor-map-ford-ka-escort-fiesta-courier-focus-16-rocam-_JM","2024-06-18T12:30:52.143Z","2025-12-01T21:58:42.628Z"
"MLA1433482759","Kit X4 Inyector Nafta Volkswagen Gol Polo Saveiro 1.6 1.8",,"91600","ARS","29","240","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433482759-kit-x4-inyector-nafta-volkswagen-gol-polo-saveiro-16-18-_JM","2024-06-18T14:44:20.512Z","2025-12-08T11:55:28.747Z"
"MLA1432870369","Turbo Toyota Hilux 3.0 Núcleo Central Ct Vnt 17201-0l040",,"142500","ARS","49","40","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1432870369-turbo-toyota-hilux-30-nucleo-central-ct-vnt-17201-0l040-_JM","2024-06-14T14:13:38.028Z","2025-12-05T15:07:28.554Z"
"MLA1433534083","Inyector Nafta Volkswagen Gol Polo Saveiro 1.6 1.8 Mi ",,"22900","ARS","119","91","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433534083-inyector-nafta-volkswagen-gol-polo-saveiro-16-18-mi-_JM","2024-06-18T14:26:23.270Z","2025-12-08T11:55:11.466Z"
"MLA1433500431","Kit X4 Inyector Nafta Renault Kangoo Clio 1.6 16v Iwp143",,"65996","ARS","0","86","paused","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433500431-kit-x4-inyector-nafta-renault-kangoo-clio-16-16v-iwp143-_JM","2024-06-18T17:12:26.717Z","2025-11-17T12:04:13.611Z"
"MLA1433529521","Tapa De Valvula Toyota Hilux Sw4 2.5 3.0 16v 2005-2015",,"81500","ARS","0","320","paused","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433529521-tapa-de-valvula-toyota-hilux-sw4-25-30-16v-2005-2015-_JM","2024-06-18T18:13:45.742Z","2025-11-17T12:04:14.441Z"
"MLA1433484157","Kit X4 Inyector Fiat Siena Fiorino Uno 1.3 Mpi Fire Iwp065",,"91600","ARS","47","226","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433484157-kit-x4-inyector-fiat-siena-fiorino-uno-13-mpi-fire-iwp065-_JM","2024-06-18T15:19:09.074Z","2025-11-22T20:47:22.124Z"
"MLA1432834891","Turbo Renault Clio Kangoo Logan 1.5 Dci Núcleo Central K35",,"130000","ARS","17","314","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1432834891-turbo-renault-clio-kangoo-logan-15-dci-nucleo-central-k35-_JM","2024-06-14T15:28:23.865Z","2025-12-04T17:13:11.961Z"
"MLA1432828279","Turbo Renault Megane Scenic Laguna 1.9tdi Núcleo Central K03",,"173000","ARS","22","35","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1432828279-turbo-renault-megane-scenic-laguna-19tdi-nucleo-central-k03-_JM","2024-06-14T17:34:19.293Z","2025-11-28T12:04:35.589Z"
"MLA1811016862","Turbo Peugeot Citroen 2.0 Hdi Núcleo Central Gt1546s",,"190850","ARS","0","11","paused","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1811016862-turbo-peugeot-citroen-20-hdi-nucleo-central-gt1546s-_JM","2024-06-14T19:21:20.038Z","2025-10-31T14:25:10.292Z"
"MLA1432769395","Turbo Nissan Frontier Mwm 2.8 Electrónica Núcleo Central K14",,"183000","ARS","101","35","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1432769395-turbo-nissan-frontier-mwm-28-electronica-nucleo-central-k14-_JM","2024-06-14T15:07:47.188Z","2025-12-05T15:03:21.496Z"
"MLA1432814585","Turbo Vw Bora Golf Passat Audi A3 A4 1.8t Núcleo Central K03",,"158000","ARS","40","20","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1432814585-turbo-vw-bora-golf-passat-audi-a3-a4-18t-nucleo-central-k03-_JM","2024-06-14T17:21:28.591Z","2025-12-05T19:26:24.037Z"
"MLA1433448513","Inyector Nafta Renault Kangoo Clio 1.6 16v Iwp143 Superior",,"16499","ARS","0","193","paused","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433448513-inyector-nafta-renault-kangoo-clio-16-16v-iwp143-superior-_JM","2024-06-18T17:06:43.333Z","2025-11-17T12:04:13.628Z"
"MLA1433464915","Tapa De Valvula Peugeot 207 208 308 408 1.6 Thp Turbo",,"98000","ARS","10","484","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433464915-tapa-de-valvula-peugeot-207-208-308-408-16-thp-turbo-_JM","2024-06-18T18:27:22.759Z","2025-12-04T18:01:40.818Z"
"MLA1826404978","Remera La Epicante 2 Negra Algodón Manga Corta Unisex",,"17710","ARS","215","139","active","MLA109042","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1826404978-remera-la-epicante-2-negra-algodon-manga-corta-unisex-_JM","2024-06-27T16:01:27.778Z","2025-12-02T16:10:57.857Z"
"MLA1433591789","Kit 4 Bobina Ecs + Bujía Bkr7eix Vw Bora 1.8 T 180cv",,"199000","ARS","3","117","active","MLA60957","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433591789-kit-4-bobina-ecs-bujia-bkr7eix-vw-bora-18-t-180cv-_JM","2024-06-19T15:25:34.694Z","2025-12-03T15:00:00.895Z"
"MLA1433638063","Tapa Valvulas Volkswagen Vw Amarok 2.0 Tdi Juntas Completo ",,"67000","ARS","25","266","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433638063-tapa-valvulas-volkswagen-vw-amarok-20-tdi-juntas-completo-_JM","2024-06-19T13:38:57.888Z","2025-12-04T21:34:47.258Z"
"MLA1831397228","Bujía Iridium Grado 8 Bkr8eix Ngk",,"19412","ARS","1977","71","active","MLA388825","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1831397228-bujia-iridium-grado-8-bkr8eix-ngk-_JM","2024-07-02T15:01:48.912Z","2025-12-04T04:30:35.460Z"
"MLA1433647907","Termostato Completo Chevrolet Cruze Sonic Tracker 1.8 1.6l",,"58000","ARS","0","129","paused","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433647907-termostato-completo-chevrolet-cruze-sonic-tracker-18-16l-_JM","2024-06-19T12:06:35.424Z","2025-12-04T22:52:16.771Z"
"MLA1434566999","Bobina Encendido Roja Vw Fox Golf Vento 1.0 1.4t 1.6 16v",,"43997","ARS","202","3","active","MLA60957","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1434566999-bobina-encendido-roja-vw-fox-golf-vento-10-14t-16-16v-_JM","2024-06-25T17:49:07.012Z","2025-12-06T20:02:44.191Z"
"MLA1433649445","Termostato Aluminio Ford Ecosport Ka Ecosport 1.0 1.6 Rocam",,"32999","ARS","19","315","active","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433649445-termostato-aluminio-ford-ecosport-ka-ecosport-10-16-rocam-_JM","2024-06-19T12:55:48.648Z","2025-12-03T15:12:11.018Z"
"MLA1433611557","Termostato Vw Fox Suran Gol Trend Voyage 1.6 8v Aluminio",,"83000","ARS","14","236","active","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433611557-termostato-vw-fox-suran-gol-trend-voyage-16-8v-aluminio-_JM","2024-06-19T13:18:21.114Z","2025-12-05T18:28:25.806Z"
"MLA1433459371","Kit X4 Inyector Ford Fiesta Ecosport Ka Focus 1.0 1.6 8v",,"91600","ARS","165","127","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433459371-kit-x4-inyector-ford-fiesta-ecosport-ka-focus-10-16-8v-_JM","2024-06-18T15:56:37.577Z","2025-12-02T07:34:52.074Z"
"MLA1434919943","Remera Algodón Ftx Blanca Negra Manga Corta Connect Unisex",,"17710","ARS","1","25","active","MLA109042","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1434919943-remera-algodon-ftx-blanca-negra-manga-corta-connect-unisex-_JM","2024-06-27T15:09:53.458Z","2025-11-09T05:36:14.344Z"
"MLA1831630182","Bujía Iridium Grado 9 Bkr9eix Ngk",,"26798","ARS","1630","42","active","MLA388825","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1831630182-bujia-iridium-grado-9-bkr9eix-ngk-_JM","2024-07-02T16:55:20.460Z","2025-10-31T14:25:22.568Z"
"MLA1434489849","Kit X4 Bobina Encendido Roja Vw Golf Vento 1.0 1.4t 1.6 16v",,"175991","ARS","50","22","active","MLA60957","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1434489849-kit-x4-bobina-encendido-roja-vw-golf-vento-10-14t-16-16v-_JM","2024-06-25T17:59:40.895Z","2025-12-06T20:02:28.153Z"
"MLA1433583943","Termostato Peugeot 307 406 Citroen C4 C5 2.0 Hdi 90hp",,"86350","ARS","11","73","active","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433583943-termostato-peugeot-307-406-citroen-c4-c5-20-hdi-90hp-_JM","2024-06-19T12:33:38.861Z","2025-11-28T02:35:17.782Z"
"MLA1433674103","Termostato Completo Peugeot Citroen 1336z0 1.6 16v Nafta",,"21500","ARS","151","52","active","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433674103-termostato-completo-peugeot-citroen-1336z0-16-16v-nafta-_JM","2024-06-19T12:25:22.098Z","2025-12-03T22:57:05.603Z"
"MLA1433457111","Inyector Nafta Fiat Siena Fiorino Uno 1.3 Mpi Fire Iwp065",,"22900","ARS","188","288","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433457111-inyector-nafta-fiat-siena-fiorino-uno-13-mpi-fire-iwp065-_JM","2024-06-18T14:56:13.108Z","2025-12-04T21:37:46.676Z"
"MLA1433663109","Termostato Completo Vw Fox Suran Gol Trend Voyage 1.6 8v",,"40000","ARS","0","413","paused","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433663109-termostato-completo-vw-fox-suran-gol-trend-voyage-16-8v-_JM","2024-06-19T13:10:56.570Z","2025-12-03T15:37:55.726Z"
"MLA1433623159","Termostato Completo Ford Ecosport Ka Fiesta Focus 1.0 1.6",,"24900","ARS","28","138","active","MLA373333","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433623159-termostato-completo-ford-ecosport-ka-fiesta-focus-10-16-_JM","2024-06-19T12:46:26.608Z","2025-11-28T13:00:48.782Z"
"MLA1433453787","Kit X4 Inyector Nafta Chery Qq 0.8 1.1 Ipm018 Calidad",,"114800","ARS","12","29","active","MLA61201","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1433453787-kit-x4-inyector-nafta-chery-qq-08-11-ipm018-calidad-_JM","2024-06-18T14:05:53.362Z","2025-11-02T05:08:37.901Z"
"MLA1857491010","Kit X4 Bujía Ngk Honda Civic 1.8 16v Izfr6k11s Laser Iridium",,"134200","ARS","90","42","active","MLA373069","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1857491010-kit-x4-bujia-ngk-honda-civic-18-16v-izfr6k11s-laser-iridium-_JM","2024-07-24T11:46:31.357Z","2025-11-13T18:40:25.060Z"
"MLA1438309065","Pedalera Vw Bora Golf Fox Suran Gol Trend Manual",,"32931","ARS","0","21","paused","MLA22327","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1438309065-pedalera-vw-bora-golf-fox-suran-gol-trend-manual-_JM","2024-07-18T15:52:41.059Z","2025-11-07T18:51:17.815Z"
"MLA1436079155","Turbo Ford Ecosport Fiesta C3 296 1.4 Núcleo Central Kp35",,"166386","ARS","64","7","active","MLA389050","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1436079155-turbo-ford-ecosport-fiesta-c3-296-14-nucleo-central-kp35-_JM","2024-07-04T15:38:29.318Z","2025-12-05T14:57:36.314Z"
"MLA1437322615","Bujía Ngk Iridium Grado 6 Bkr6eix Audi Vw Peugeot Renault",,"23622","ARS","216","60","active","MLA373069","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1437322615-bujia-ngk-iridium-grado-6-bkr6eix-audi-vw-peugeot-renault-_JM","2024-07-12T17:18:36.382Z","2025-11-17T12:04:31.355Z"
"MLA1856322746","Bujía Ngk Honda Civic 1.8 16v Izfr6k11s Laser Iridium",,"34650","ARS","362","69","active","MLA373069","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1856322746-bujia-ngk-honda-civic-18-16v-izfr6k11s-laser-iridium-_JM","2024-07-23T15:18:50.550Z","2025-12-04T03:05:39.378Z"
"MLA1832854696","Bujía Iridium Grado 8 Bkr8eix Ngk X 4 Unidades",,"84117","ARS","494","12","active","MLA388825","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1832854696-bujia-iridium-grado-8-bkr8eix-ngk-x-4-unidades-_JM","2024-07-03T14:46:22.571Z","2025-12-02T19:48:38.265Z"
"MLA1435729823","Bobina Encendido Roja Vw Fox Golf Vento 1.0 1.4t 1.6 16v",,"47608","ARS","202","0","active","MLA60957","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1435729823-bobina-encendido-roja-vw-fox-golf-vento-10-14t-16-16v-_JM","2024-07-02T19:10:42.696Z","2025-12-06T20:02:44.460Z"
"MLA1437400309","Bujía Ngk Iridium Grado 6 Bkr6eix Audi Vw Peugeot Renault",,"26798","ARS","216","1","active","MLA373069","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1437400309-bujia-ngk-iridium-grado-6-bkr6eix-audi-vw-peugeot-renault-_JM","2024-07-12T17:20:45.848Z","2025-11-17T12:04:29.219Z"
"MLA1438805725","Pedalera Deportiva Vw Vento Audi Seat Reposa Pie Oe",,"38500","ARS","20","10","active","MLA22327","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1438805725-pedalera-deportiva-vw-vento-audi-seat-reposa-pie-oe-_JM","2024-07-22T12:40:23.821Z","2025-11-15T13:55:44.616Z"
"MLA1438393499","Pedalera Deportiva Vw Vento Audi Seat Reposa Pie Oe",,"32450","ARS","20","4","active","MLA22327","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1438393499-pedalera-deportiva-vw-vento-audi-seat-reposa-pie-oe-_JM","2024-07-19T14:31:57.017Z","2025-11-08T19:58:13.803Z"
"MLA1834262496","Kit X4 Bobina Encendido Roja Vw Golf Vento 1.0 1.4t 1.6 16v",,"216381","ARS","50","6","active","MLA60957","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1834262496-kit-x4-bobina-encendido-roja-vw-golf-vento-10-14t-16-16v-_JM","2024-07-04T13:39:33.225Z","2025-12-06T20:02:24.303Z"
"MLA1437363253","Kit X4 Bujía Ngk Iridium Grado 6 Bkr6eix Audi Vw Peugeot",,"90193","ARS","54","16","active","MLA373069","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1437363253-kit-x4-bujia-ngk-iridium-grado-6-bkr6eix-audi-vw-peugeot-_JM","2024-07-12T18:18:55.310Z","2025-12-08T00:15:22.442Z"
"MLA1832933188","Bujía Iridium Grado 9 Bkr9eix Ngk X 4 Unidades",,"117590","ARS","407","1","active","MLA388825","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1832933188-bujia-iridium-grado-9-bkr9eix-ngk-x-4-unidades-_JM","2024-07-03T14:58:13.067Z","2025-11-27T17:50:45.398Z"
"MLA1856322828","Bujía Ngk Honda Civic 1.8 16v Izfr6k11s Laser Iridium",,"38435","ARS","362","52","active","MLA373069","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1856322828-bujia-ngk-honda-civic-18-16v-izfr6k11s-laser-iridium-_JM","2024-07-23T15:21:11.375Z","2025-11-28T13:28:27.180Z"
"MLA1438258933","Pedalera Vw Bora Golf Fox Suran Gol Trend Manual",,"29689","ARS","0","75","paused","MLA22327","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1438258933-pedalera-vw-bora-golf-fox-suran-gol-trend-manual-_JM","2024-07-18T15:50:15.348Z","2025-11-07T18:51:19.583Z"
"MLA1832930980","Bujía Iridium Grado 7 Bkr7eix Ngk X 4 Unidades",,"71139","ARS","256","8","active","MLA388825","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1832930980-bujia-iridium-grado-7-bkr7eix-ngk-x-4-unidades-_JM","2024-07-03T14:10:28.326Z","2025-12-03T15:00:33.208Z"
"MLA1857517328","Bujía Ngk Honda Fit City 1.4 1.5 16v Izfr6k13 Iridium Laser",,"38435","ARS","65","45","active","MLA373069","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1857517328-bujia-ngk-honda-fit-city-14-15-16v-izfr6k13-iridium-laser-_JM","2024-07-24T12:20:30.245Z","2025-12-02T21:32:06.242Z"
"MLA1843724874","Kit X4 Bujía Ngk Iridium Grado 6 Bkr6eix Audi Vw Peugeot",,"107197","ARS","54","1","active","MLA373069","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1843724874-kit-x4-bujia-ngk-iridium-grado-6-bkr6eix-audi-vw-peugeot-_JM","2024-07-12T18:22:57.938Z","2025-11-01T22:12:37.438Z"
"MLA1857478816","Kit X4 Bujía Ngk Honda Fit City 1.4 1.5 16v Izfr6k13 Iridium",,"134200","ARS","16","71","active","MLA373069","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1857478816-kit-x4-bujia-ngk-honda-fit-city-14-15-16v-izfr6k13-iridium-_JM","2024-07-24T12:25:46.205Z","2025-12-02T21:31:46.573Z"
